school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
ENDEAVOUR PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,ICT CLUB
HORIZON PRIMARY SCHOOL,PRIMARY,OTHERS,PREFECTORIAL BOARD,SCHOOL CAPTAINS
HORIZON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
HORIZON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
HORIZON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
HORIZON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
HORIZON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
HORIZON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
HORIZON PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
HORIZON PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
HORIZON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,UKULELE & GUITAR
HORIZON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,INTERNATIONAL DANCE
HORIZON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,TAP DANCING,TAP DANCE
HORIZON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
HORIZON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
HORIZON PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA SOCIETY,SPEECH & DRAMA CLUB
HORIZON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB - INTERNATIONAL,INTERNATIONAL CHESS CLUB
HORIZON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,LITERARY CLUB
HORIZON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,ECO CLUB
HORIZON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
HORIZON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SERVICE LEARNING CLUB,WECARE CLUB
HORIZON PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INNOVATION AND ENTERPRISE CLUB,INNOVATIONS CLUB
CANTONMENT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
CANTONMENT PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOM/ROBOTICS CLUB
ANGSANA PRIMARY SCHOOL,PRIMARY,OTHERS,PREFECTORIAL BOARD,na
ANGSANA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
ANGSANA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,NETBALL
ANGSANA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
ANGSANA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU
ANGSANA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS
ANGSANA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
ANGSANA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
ANGSANA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,INTERNATIONAL DANCE
ANGSANA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,na
ANGSANA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFORMATION COMMUNICATION CLUB
ANGSANA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,YOUNG EXPLORERS
WATERWAY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
WATERWAY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
WATERWAY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,na
WATERWAY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
WATERWAY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
FIRST TOA PAYOH PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,Red Cross
NEW TOWN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,INTERNATIONAL DANCE
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
NEW TOWN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,PA Club
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,ENGLISH CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHEMATICS CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,TAF CLUB,FUN & FITNESS
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,SCIENCE  & ENVIRONMENT CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,RADIO CONTROL AND ROBOTICS CLUB,ROBOTICS CLUB
NEW TOWN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MEDIA RESOURCE AND IT CLUB,IT/MEDIA CLUB
MARSILING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
MARSILING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
MARSILING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
MARSILING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - PERCUSSION,PERCUSSION ENSEMBLE
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
PEI TONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
PEI TONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
PEI TONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
PEI TONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PEI TONG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PEI TONG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
PEI TONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,ANGKLUNG & KULINTANG ENSEMBLE
PEI TONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
PEI TONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PEI TONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
FENGSHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
FENGSHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
FENGSHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
FENGSHAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
FENGSHAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
FENGSHAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,Red Cross
FENGSHAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
FENGSHAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
FENGSHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
FENGSHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
FENGSHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
FENGSHAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND
JUYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
JUYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
JUYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,TAEKWONDO
JUYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
JUYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
JUYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - PERCUSSION,PERCUSSION ENSEMBLE
JUYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
JUYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
JUYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,ROBOTICS
JUYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,INFOGREEN CLUB
XINGNAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE DISCOVERY CLUB,DIABOLO
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
XINGNAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
XINGNAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS & GIRL GUIDES
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,na
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,VISUAL ART
XINGNAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HEALTH AND FITNESS CLUB,na
XINGNAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,POTTERY CLUB,na
XINGNAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,na
XINGNAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,Infocomm Club
NORTH VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA CLUB
NORTH VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,CREATIVE HANDS
NORTH VIEW PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAPHY CLUB
ADMIRALTY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,GREEN CLUB,na
ADMIRALTY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,HIP HOP DANCE
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,BRASS BAND
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,Infocomm Club
WOODLANDS RING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,GREEN CLUB
WEST VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
WEST VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,RUGBY
WEST VIEW PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
WEST VIEW PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
WEST VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,BAND
WEST VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,DANCE-CHINESE
WEST VIEW PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,DANCE-MALAY
WHITE SANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
WHITE SANDS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
WHITE SANDS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
WHITE SANDS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
RIVERVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,ATHLETICS
RIVERVALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
RIVERVALE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,BRASS BAND
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - BALLET,FUSION DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
RIVERVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,ROBOTICS
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,HOCKEY
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
JURONG WEST PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,DANCE- CHINESE
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,DANCE - INDIAN
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,DANCE- MALAY AESTHETICS
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
JURONG WEST PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HEALTH AND FITNESS CLUB,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR SPORTS,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
EAST SPRING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,SCIENCE AND TECHNOLOGY CLUB
